time W usage_c0 usage_c1 usage_c2 usage_c3 usage_c4 usage_c5 usage_c6 usage_c7 temp4 temp5 temp6 temp7
1676243606.4446876	0.0	0.027999999999999997	0.019	0.0	0.009000000000000001	0.0	0.0	0.027999999999999997	0.019	31.0	34.0	35.0	33.0	
1676243606.6449614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	31.0	34.0	35.0	33.0	
1676243606.8452294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	34.0	35.0	33.0	
1676243607.0454886	2.687	0.05	0.0	0.0	0.0	0.0	0.0	0.048	0.095	31.0	34.0	35.0	33.0	
1676243607.2457545	2.687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	34.0	35.0	33.0	
1676243607.4460285	2.687	0.048	0.0	0.0	0.0	0.28600000000000003	0.35	0.05	0.0	39.0	37.0	36.0	34.0	
1676243607.6463058	2.687	0.0	0.05	0.0	0.0	1.0	0.0	0.0	0.0	43.0	38.0	37.0	35.0	
1676243607.8465824	4.027	0.0	0.1	0.0	0.0	1.0	0.0	0.0	0.0	44.0	38.0	38.0	36.0	
1676243608.046867	4.027	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	45.0	39.0	38.0	36.0	
1676243608.2471485	4.027	0.0	0.0	0.0	0.0	1.0	0.0	0.048	0.048	45.0	39.0	39.0	36.0	
1676243608.4474316	4.027	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	46.0	40.0	39.0	37.0	
1676243608.6477077	4.027	0.048	0.0	0.0	0.0	1.0	0.0	0.0	0.0	46.0	40.0	40.0	37.0	
1676243608.847988	5.057	0.048	0.0	0.0	0.0	1.0	0.0	0.0	0.0	46.0	40.0	40.0	37.0	
1676243609.0482721	5.057	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.048	46.0	40.0	40.0	38.0	
1676243609.2485552	5.057	0.0	0.105	0.0	0.0	1.0	0.0	0.0	0.0	46.0	41.0	40.0	38.0	
1676243609.4488337	5.057	0.0	0.0	0.0	0.048	1.0	0.0	0.0	0.048	46.0	41.0	40.0	38.0	
1676243609.6491106	5.057	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	47.0	41.0	41.0	38.0	
1676243609.8493862	5.08	0.0	0.0	0.0	0.0	1.0	0.048	0.0	0.048	47.0	41.0	41.0	38.0	
1676243610.0496712	5.08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	47.0	41.0	41.0	38.0	
1676243610.2499537	5.08	0.048	0.0	0.0	0.0	1.0	0.0	0.0	0.0	47.0	41.0	41.0	38.0	
1676243610.4502466	5.08	0.053	0.0	0.0	0.0	1.0	0.059000000000000004	0.0	0.0	47.0	44.0	41.0	38.0	
1676243610.6505253	5.08	0.14300000000000002	0.0	0.0	0.0	1.0	0.11800000000000001	0.05	0.0	48.0	42.0	42.0	39.0	
1676243610.8508039	5.657	0.0	0.19	0.0	0.0	1.0	0.048	0.05	0.0	48.0	42.0	41.0	39.0	
1676243611.051083	5.657	0.048	0.0	0.048	0.0	1.0	0.0	0.0	0.0	47.0	42.0	41.0	39.0	
1676243611.2513595	5.657	0.0	0.0	0.0	0.0	1.0	0.0	0.091	0.0	47.0	42.0	41.0	39.0	
1676243611.451633	5.657	0.095	0.0	0.0	0.0	1.0	0.0	0.0	0.0	47.0	42.0	41.0	39.0	
1676243611.6519043	5.657	0.0	0.0	0.0	0.0	1.0	0.0	0.048	0.0	48.0	42.0	41.0	39.0	
1676243611.8521776	5.16	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	47.0	42.0	41.0	39.0	
1676243612.0524464	5.16	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.048	47.0	42.0	41.0	39.0	
1676243612.2527227	5.16	0.05	0.1	0.0	0.0	1.0	0.0	0.05	0.0	48.0	42.0	42.0	39.0	
1676243612.4529948	5.16	0.0	0.05	0.0	0.0	1.0	0.0	0.0	0.0	48.0	42.0	41.0	39.0	
1676243612.6532733	5.16	0.048	0.0	0.0	0.048	1.0	0.0	0.0	0.091	48.0	42.0	41.0	39.0	
1676243612.8535547	5.176	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48.0	42.0	42.0	39.0	
1676243613.0538287	5.176	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48.0	42.0	42.0	39.0	
1676243613.2541106	5.176	0.05	0.0	0.0	0.0	1.0	0.0	0.0	0.05	48.0	42.0	42.0	39.0	
1676243613.454389	5.176	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48.0	42.0	42.0	39.0	
1676243613.6546688	5.176	0.095	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48.0	43.0	42.0	39.0	
1676243613.8549502	5.122	0.0	0.15	0.0	0.0	1.0	0.0	0.0	0.0	48.0	43.0	42.0	39.0	
1676243614.0552268	5.122	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48.0	42.0	42.0	39.0	
1676243614.255507	5.122	0.048	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48.0	43.0	42.0	39.0	
1676243614.4557896	5.122	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48.0	43.0	42.0	39.0	
1676243614.6560671	5.122	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48.0	43.0	42.0	39.0	
1676243614.8563454	5.107	0.0	0.0	0.0	0.0	1.0	0.05	0.048	0.0	48.0	43.0	42.0	39.0	
1676243615.0566237	5.107	0.13	0.0	0.0	0.0	1.0	0.0	0.0	0.048	48.0	43.0	42.0	39.0	
1676243615.2569056	5.107	0.0	0.0	0.0	0.0	0.429	0.0	0.579	0.0	39.0	44.0	53.0	40.0	
1676243615.4571855	5.107	0.0	0.15	0.0	0.0	0.0	0.0	1.0	0.05	38.0	45.0	55.0	40.0	
